             0.421272,            0.521944,            0.054670,            0.002048,            0.000064,            0.000002,            0.000000,            0.000000,            0.000000,            0.000000,           -0.000000,
             0.000000,            0.832616,            0.158584,            0.008445,            0.000340,            0.000014,            0.000001,            0.000000,            0.000000,           -0.000000,            0.000000,
             0.000000,            0.000000,            0.899678,            0.094350,            0.005648,            0.000304,            0.000019,            0.000001,            0.000000,           -0.000000,            0.000000,
             0.000000,            0.000000,            0.000000,            0.885290,            0.105490,            0.008467,            0.000706,            0.000045,            0.000002,            0.000000,            0.000000,
             0.000000,            0.000000,            0.000000,            0.000000,            0.846603,            0.134914,            0.016941,            0.001443,            0.000093,            0.000005,            0.000000,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.774823,            0.197415,            0.025407,            0.002201,            0.000144,            0.000008,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.772803,            0.198923,            0.025853,            0.002262,            0.000158,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.770848,            0.200362,            0.026301,            0.002489,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.768838,            0.201844,            0.029317,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.766834,            0.233166,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
